Orden,Preparación,Calidad,QQs Netos,Línea,Fecha,Turno,Analista,Operador,Hora,"% entrada
(Trillo)",Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Observaciones,Prom % de salida,Prom % de Pérdida,Vueltas Ponderadas
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/26/2021,Turno 3,Angel,Noel Perez,11:00 p. m.,4.00%,4.00,0.00,12.80,16.80,3.33%,6.00,0.00,8.00,14.00,2.66%,12.00,0.80,62.00,74.80,17.13%,,5%,-13.56%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/26/2021,Turno 3,Angel,Noel Perez,01:00 a. m.,3.20%,0.00,0.00,4.00,4.00,1.40%,2.00,0.00,5.20,7.20,2.00%,14.00,0.40,36.80,51.20,10.26%,,2%,23.88%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/26/2021,Turno 3,Angel,Noel Perez,03:00 a. m.,6.00%,2.00,0.00,4.80,6.80,1.46%,2.00,0.00,6.00,8.00,2.00%,8.00,0.40,34.40,42.80,9.86%,,2%,59.42%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/26/2021,Turno 3,Angel,Noel Perez,05:00 a. m.,5.10%,6.00,0.00,5.60,11.60,1.86%,1.00,0.00,6.80,7.80,2.13%,8.00,0.00,36.00,44.00,10.33%,,3%,45.60%,3.950708894
X Z 1/114,Popular,Popular B," 1,634.11 ",Línea 1,1/27/2021,Turno 1,Erick,Jose Reyes,07:00 a. m.,6.10%,6.00,0.40,4.20,10.60,2.06%,4.00,0.20,4.00,8.20,1.60%,17.00,1.20,15.40,33.60,5.33%,,2%,62.75%,3.417672759
X Z 1/114,Popular,Popular B," 1,634.11 ",Línea 1,1/27/2021,Turno 1,Erick,Jose Reyes,09:00 a. m.,9.30%,2.00,0.60,5.00,7.60,2.46%,9.00,0.00,7.80,16.80,3.06%,41.00,4.00,27.60,72.60,10.33%,,3%,63.47%,3.417672759
X Z 1/114,Popular,Popular B," 1,634.11 ",Línea 1,1/27/2021,Turno 1,Erick,Jose Reyes,11:00 a. m.,5.70%,2.00,0.20,5.60,7.80,2.33%,4.00,0.40,4.00,8.40,2.00%,14.00,1.60,20.00,35.60,6.93%,,3%,52.50%,3.417672759
X Z 1/114,Popular,Popular B," 1,634.11 ",Línea 1,1/27/2021,Turno 1,Erick,Jose Reyes,01:00 p. m.,3.10%,3.00,0.40,4.80,8.20,1.53%,3.00,0.00,4.80,7.80,1.66%,13.00,2.80,19.40,35.20,6.33%,,2%,34.11%,3.417672759
X Z 1/114,Popular,Popular B," 1,634.11 ",Línea 1,1/27/2021,Turno 2,Helton,Carlos,04:30 p. m.,5.00%,1.00,0.00,4.00,5.00,1.33%,1.00,0.00,6.20,7.20,2.33%,8.00,0.20,18.00,26.20,5.20%,,2%,60.66%,3.417672759
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 1,Erick,Omar H.,09:00 a. m.,5.10%,3.00,0.80,4.80,8.60,1.83%,5.00,0.80,5.80,11.60,2.13%,23.00,4.00,23.00,50.00,8.26%,,3%,50.04%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 1,Erick,Omar H.,02:30 p. m.,2.90%,2.00,0.80,3.00,5.80,1.66%,2.00,0.20,2.80,5.00,1.16%,3.00,0.60,10.20,13.80,3.30%,,2%,41.41%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 2,Helton,Jose C.,04:30 p. m.,8.00%,4.00,0.00,5.00,9.00,1.67%,3.00,0.00,4.00,7.00,1.53%,12.00,0.40,16.00,28.40,6.20%,,2%,73.90%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 2,Helton,Jose C.,08:00 p. m.,5.00%,3.00,0.00,6.00,9.00,1.54%,2.00,0.00,5.00,7.00,1.22%,6.00,0.00,18.00,24.00,6.66%,,2%,60.56%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 2,Helton,Jose C.,10:00 p. m.,5.00%,4.00,0.00,7.00,11.00,1.42%,3.00,0.00,7.00,10.00,1.18%,5.00,0.00,19.00,24.00,6.52%,,2%,62.60%,3.950708894
X Z 1/112,Popular,Popular B," 2,932.27 ",Línea 2,1/27/2021,Turno 2,Helton,Jose C.,12:00 p. m.,11.50%,2.00,0.00,8.80,10.80,3.00%,2.00,0.00,10.00,12.00,3.80%,12.00,0.80,48.80,61.60,13.00%,,4%,63.48%,3.950708894
X Z 1/117,Popular,Popular B," 1,683.49 ",Línea 1,1/28/2021,Turno 1,Erick,Jose Reyes,07:00 a. m.,4.90%,3.00,1.00,7.60,11.60,2.66%,4.00,0.00,4.20,8.20,1.70%,11.00,2.40,12.00,25.40,4.83%,,3%,46.18%,3.412433813
X Z 1/117,Popular,Popular B," 1,683.49 ",Línea 1,1/28/2021,Turno 1,Erick,Jose Reyes,11:00 a. m.,4.30%,0.00,0.00,4.00,4.00,1.66%,4.00,0.20,5.00,9.20,2.33%,14.00,0.20,13.20,27.40,5.00%,,2%,49.73%,3.412433813
X Z 1/117,Popular,Popular B," 1,683.49 ",Línea 1,1/28/2021,Turno 1,Erick,Jose Reyes,01:00 p. m.,6.90%,9.00,0.20,6.20,15.40,2.73%,8.00,0.40,6.40,14.80,3.00%,17.00,1.20,19.20,37.40,7.10%,,3%,53.12%,3.412433813
X Z 1/120,SPop,Lapa B," 1,511.36 ",Línea 1,1/28/2021,Turno 2,Helton,Carlos,05:00 p. m.,7.00%,2.00,1.00,5.40,8.40,1.67%,5.00,0.00,5.00,10.00,2.00%,13.00,2.20,20.40,35.60,6.00%,,2%,68.78%,4.140498367
X Z 1/120,SPop,Lapa B," 1,511.36 ",Línea 1,1/28/2021,Turno 2,Helton,Carlos,07:00 p. m.,5.00%,2.00,0.00,3.00,5.00,1.22%,4.00,0.00,4.00,8.00,1.68%,12.00,0.40,14.00,26.40,5.22%,,2%,65.30%,4.140498367
X Z 1/120,SPop,Lapa B," 1,511.36 ",Línea 1,1/28/2021,Turno 2,Helton,Carlos,09:00 p. m.,9.00%,5.00,0.10,5.00,10.10,2.00%,8.00,0.00,8.00,16.00,2.20%,15.00,0.10,18.00,33.10,6.10%,,2%,72.67%,4.140498367
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 2,Helton,Jose C.,06:30 p. m.,19.50%,10.00,28.00,14.00,14.00,10.74%,12.00,28.00,12.00,52.00,11.90%,28.00,24.20,40.00,92.20,20.00%,,12%,38.69%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 2,Helton,Jose C.,08:30 p. m.,8.00%,4.00,0.60,8.00,12.60,4.20%,6.00,2.00,8.00,16.00,5.10%,10.00,1.20,20.40,31.60,7.00%,,5%,41.19%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 2,Helton,Jose C.,10:30 p. m.,7.00%,4.00,0.00,5.00,9.00,1.87%,4.00,0.00,6.00,10.00,2.67%,16.00,0.40,27.60,44.00,8.04%,,3%,61.61%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 3,Angel,Noel Perez,12:00 p. m.,5.90%,0.00,0.00,11.20,11.20,3.13%,2.00,0.40,10.80,13.20,3.33%,10.00,1.20,58.00,69.20,15.00%,,4%,25.98%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 3,Angel,Noel Perez,02:00 a. m.,7.60%,0.00,0.40,9.20,9.60,2.73%,2.00,0.00,9.20,11.20,2.73%,4.00,0.00,32.00,36.00,8.60%,,3%,56.36%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/28/2021,Turno 3,Angel,Noel Perez,04:00 a. m.,7.70%,4.00,0.00,10.80,14.80,3.47%,14.00,0.00,11.60,25.60,4.00%,10.00,0.00,50.00,60.00,13.27%,,5%,40.49%,4.603863024
X Z 1/119,Popular,Popular B," 2,594.95 ",Línea 1,1/29/2021,Turno 1,Erick,Jose Reyes,07:00 a. m.,7.40%,3.00,0.00,4.20,7.20,2.07%,3.00,0.00,5.00,8.00,1.93%,17.00,2.40,16.20,35.60,6.43%,,2%,66.61%,5.09699774
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/29/2021,Turno 1,Erick,Omar H.,07:00 a. m.,8.50%,8.00,0.60,10.00,14.00,3.66%,4.00,0.00,6.00,10.00,2.00%,36.00,1.80,24.80,62.60,9.60%,,4%,54.84%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/29/2021,Turno 1,Erick,Omar H.,09:00 a. m.,5.70%,3.00,0.00,5.80,8.80,1.97%,5.00,0.00,6.80,11.80,2.27%,16.00,0.60,10.40,27.00,4.33%,,2%,59.98%,4.603863024
X Z 1/118,SPop,SPop B," 3,243.56 ",Línea 2,1/29/2021,Turno 1,Erick,Omar H.,11:00 a. m.,4.60%,2.00,0.00,3.80,5.80,1.37%,5.00,0.00,3.60,8.60,1.77%,7.00,1.00,12.00,20.00,4.20%,,2%,61.89%,4.603863024
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 2,Helton,Jose C.,03:00 p. m.,7.00%,7.00,0.40,8.00,14.00,2.80%,6.00,0.80,4.00,10.80,2.00%,15.00,0.00,26.00,41.00,9.00%,,3%,54.00%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 2,Helton,Jose C.,05:00 p. m.,7.00%,6.00,0.20,8.20,14.40,2.50%,4.00,0.00,4.00,8.00,1.86%,12.00,0.00,28.00,40.00,9.00%,,3%,57.29%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 2,Helton,Jose C.,07:00 p. m.,9.00%,5.00,0.10,10.40,15.50,2.80%,4.00,0.10,7.00,11.10,2.00%,16.00,0.00,28.00,44.00,9.46%,,3%,63.71%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 2,Helton,Jose C.,09:00 p. m.,8.00%,7.00,0.00,11.00,18.00,2.98%,12.00,0.20,13.00,25.20,3.20%,32.00,0.40,36.00,68.40,10.66%,,4%,52.46%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 3,Angel,Noel Perez,11:00 p. m.,7.10%,6.00,0.20,10.00,16.20,2.85%,7.00,0.80,11.20,19.00,2.50%,14.00,0.20,30.80,45.00,9.60%,,3%,51.58%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 3,Angel,Noel Perez,01:00 a. m.,10.20%,2.00,0.00,10.80,12.80,3.73%,6.00,0.40,18.20,25.20,6.33%,39.00,0.00,27.00,66.00,10.00%,,5%,50.91%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 3,Angel,Noel Perez,03:00 a. m.,7.20%,4.00,0.00,12.00,16.00,3.86%,4.00,0.20,15.40,19.60,2.55%,24.00,0.00,21.00,45.00,7.00%,,4%,46.58%,6.701494422
X Z 1/122,SPop,SPop B," 2,858.33 ",Línea 2,1/29/2021,Turno 3,Angel,Noel Perez,05:00 a. m.,8.00%,4.00,0.00,10.00,14.00,3.90%,5.00,0.20,14.20,19.40,2.80%,36.00,0.40,25.00,61.40,9.80%,,4%,47.31%,6.701494422
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/29/2021,Turno 2,Helton,Carlos,10:00 p. m.,12.00%,6.00,0.60,8.00,14.60,3.00%,4.00,0.80,8.00,12.80,2.80%,6.00,1.00,10.00,17.00,4.00%,,3%,74.58%,5.459429871
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/29/2021,Turno 3,Angel,Jose Alberto,12:00 p. m.,9.00%,4.00,0.40,6.80,11.20,2.50%,2.00,0.40,7.00,9.40,2.00%,4.00,0.80,9.80,14.60,3.80%,,3%,72.17%,5.459429871
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/29/2021,Turno 3,Angel,Jose Alberto,02:00 a. m.,10.20%,10.00,0.00,7.80,17.80,2.66%,4.00,0.20,9.80,14.00,3.00%,12.00,0.80,54.00,66.80,13.93%,,4%,62.04%,5.459429871
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/29/2021,Turno 3,Angel,Jose Alberto,04:00 a. m.,8.50%,6.00,0.20,5.20,11.40,2.00%,2.00,0.20,8.00,10.20,2.20%,14.00,1.60,34.40,50.00,9.73%,,3%,66.79%,5.459429871
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/30/2021,Turno 1,Erick,Carlos,07:00 a. m.,6.20%,3.00,0.20,5.60,8.80,2.00%,7.00,0.00,5.20,12.20,2.63%,16.00,0.80,16.40,33.20,5.66%,,3%,59.30%,5.459429871
X Z 1/121,SPop,SPop B," 3,424.75 ",Línea 1,1/30/2021,Turno 2,Helton,Jose Reyes,03:00 p. m.,7.10%,4.00,0.00,6.00,10.00,2.96%,8.00,0.00,10.00,18.00,3.80%,10.00,1.00,34.00,45.00,10.00%,,4%,45.44%,5.459429871
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 2,Helton,Jose Reyes,07:00 p. m.,6.00%,6.00,0.00,12.00,18.00,3.00%,8.00,0.00,13.00,21.00,3.20%,14.00,0.00,31.00,45.00,5.00%,,3%,45.83%,2.73261945
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 2,Helton,Jose Reyes,09:00 p. m.,5.80%,4.00,0.80,10.00,14.80,2.80%,6.00,0.00,10.00,16.00,3.00%,12.00,0.00,20.00,32.00,5.00%,,3%,47.07%,2.73261945
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 3,Angel,Jose Alberto,11:00 p. m.,7.00%,2.00,0.40,9.60,12.00,2.87%,8.00,0.00,10.80,18.80,3.40%,8.00,0.40,18.00,26.40,5.20%,,3%,53.78%,2.73261945
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 3,Angel,Jose Alberto,01:00 a. m.,8.00%,2.00,0.00,10.20,12.20,2.50%,5.00,0.00,9.80,14.80,3.00%,9.00,0.20,16.80,26.00,5.00%,,3%,64.06%,2.73261945
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 3,Angel,Jose Alberto,03:00 a. m.,4.20%,2.00,0.00,9.20,11.20,2.67%,2.00,0.00,8.80,10.80,2.93%,16.00,0.80,38.00,54.80,10.67%,,4%,15.83%,2.73261945
X Z 1/123,SPop,Lapa B," 1,339.47 ",Línea 1,1/30/2021,Turno 3,Angel,Jose Alberto,05:00 a. m.,6.80%,4.00,0.00,8.80,12.80,2.80%,6.00,0.00,6.80,12.80,2.80%,16.00,0.20,35.20,51.40,9.80%,,4%,48.53%,2.73261945
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 2,Helton,Jose C.,05:00 p. m.,6.50%,11.00,0.00,6.40,17.40,2.33%,12.00,0.00,6.00,18.00,3.00%,16.00,0.20,30.00,46.20,7.47%,,3%,53.67%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 2,Helton,Noel Perez,07:00 p. m.,6.00%,7.00,0.00,5.00,12.00,2.00%,6.00,0.00,8.00,14.00,2.38%,16.00,0.10,22.00,38.10,6.67%,,3%,57.30%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 2,Helton,Noel Perez,09:00 p. m.,7.00%,9.00,0.00,13.00,22.00,2.46%,7.00,0.10,9.00,16.10,3.00%,18.00,0.20,36.00,54.20,10.73%,,3%,51.11%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 2,Helton,Noel Perez,11:00 p. m.,10.00%,4.00,0.40,7.60,12.00,2.60%,7.00,0.40,11.20,18.60,3.25%,12.00,0.40,44.00,56.40,12.13%,,4%,62.85%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 3,Angel,Noel Perez,03:00 a. m.,8.80%,4.00,0.40,8.00,12.40,2.13%,6.00,0.40,9.80,16.20,3.00%,14.00,0.00,29.20,43.20,8.60%,,3%,65.97%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,1/30/2021,Turno 3,Angel,Noel Perez,05:00 a. m.,9.00%,4.00,0.80,6.80,11.60,2.00%,4.00,0.20,8.00,12.20,2.50%,10.00,0.00,25.80,35.80,7.10%,,3%,70.72%,6.206796082
X Z 1/124,SPop,SPop B," 1,810.91 ",Línea 2,2/1/2021,Turno 1,Angel,Jose Alberto,07:00 a. m.,7.90%,6.00,0.00,10.00,16.00,2.93%,2.00,0.00,12.40,14.40,3.67%,8.00,1.20,40.00,49.20,10.47%,,4%,51.03%,4.330291196
X Z 1/124,SPop,SPop B," 1,810.91 ",Línea 2,2/1/2021,Turno 1,Angel,Jose Alberto,09:00 a. m.,8.10%,4.00,0.00,10.40,14.40,3.33%,6.00,0.00,11.60,17.60,3.67%,32.00,6.00,32.00,70.00,10.67%,,4%,48.78%,4.330291196
X Z 1/124,SPop,SPop B," 1,810.91 ",Línea 2,2/1/2021,Turno 1,Angel,Jose Alberto,11:00 a. m.,6.00%,8.00,0.20,6.40,14.60,2.67%,2.00,0.00,10.00,12.00,2.93%,12.00,1.40,49.00,62.40,10.00%,,3%,42.20%,4.330291196
X Z 1/124,SPop,SPop B," 1,810.91 ",Línea 2,2/1/2021,Turno 2,Erick,Jose Reyes,03:00 p. m.,7.00%,8.00,0.00,6.00,14.00,2.63%,4.00,0.00,10.20,14.20,2.97%,13.00,0.80,25.00,38.80,6.13%,,3%,56.21%,4.330291196
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/1/2021,Turno 2,Erick,Jose Reyes,07:00 p. m.,7.60%,3.00,2.20,6.00,11.20,3.00%,2.00,0.80,6.00,8.80,2.60%,25.00,2.80,15.80,43.60,6.83%,,3%,56.80%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/1/2021,Turno 2,Erick,Jose Reyes,09:00 p. m.,7.90%,5.00,2.00,7.60,14.60,2.67%,2.00,0.00,5.80,7.80,1.87%,16.00,1.20,19.60,36.80,7.87%,,3%,62.15%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/1/2021,Turno 3,Helton,Carlos,12:00 p. m.,11.00%,6.00,0.00,8.00,14.00,2.40%,4.00,0.60,7.20,11.80,3.00%,18.00,1.00,34.00,53.00,10.47%,,3%,69.48%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/1/2021,Turno 3,Helton,Carlos,02:00 a. m.,6.20%,5.00,0.00,6.00,11.00,1.97%,8.00,0.00,10.00,18.00,2.96%,12.00,1.80,32.00,45.80,9.40%,,3%,52.25%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/1/2021,Turno 3,Helton,Carlos,04:00 a. m.,5.60%,5.00,0.20,5.00,10.20,1.67%,6.00,0.00,8.00,14.00,3.00%,9.00,0.40,24.00,33.40,6.63%,,2%,55.38%,5.650443783
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,2/1/2021,Turno 1,Angel,Noel Perez,07:00 a. m.,6.40%,4.00,0.00,10.00,14.00,3.20%,10.00,0.00,6.00,16.00,3.00%,12.00,0.80,35.20,48.00,10.07%,,4%,40.05%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,2/1/2021,Turno 1,Angel,Noel Perez,09:00 a. m.,5.50%,4.00,0.00,10.00,14.00,2.80%,10.00,0.00,5.80,15.80,2.80%,12.00,0.80,42.00,54.80,11.87%,,4%,32.60%,6.206796082
X Z 1/125,SPop,SPop B," 3,099.28 ",Línea 2,2/1/2021,Turno 2,Erick,Omar H.,05:00 p. m.,8.50%,10.00,0.40,8.40,18.80,3.30%,8.00,0.20,6.00,14.20,2.77%,26.00,1.20,24.20,51.40,8.33%,,4%,56.82%,6.206796082
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 2,Erick,Omar H.,07:00 p. m.,5.10%,2.00,0.60,10.60,13.20,3.33%,4.00,0.00,5.60,9.60,2.27%,11.00,1.40,10.80,23.20,4.53%,,3%,37.55%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 2,Erick,Omar H.,09:00 p. m.,6.40%,2.00,0.20,10.40,12.60,3.37%,5.00,0.00,5.00,10.00,1.33%,26.00,0.80,23.00,49.80,9.13%,,3%,46.31%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 3,Helton,Jose C.,11:00 p. m.,6.40%,5.00,0.00,6.00,11.00,2.03%,2.00,0.00,5.00,7.00,2.00%,8.00,0.00,24.00,32.00,6.80%,,2%,60.95%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 3,Helton,Jose C.,01:00 a. m.,5.10%,4.00,0.00,5.00,9.00,1.00%,2.00,0.20,3.20,5.40,1.20%,3.00,0.40,10.00,13.40,2.67%,,1%,76.14%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 3,Helton,Jose C.,03:00 a. m.,7.10%,6.00,0.10,7.00,13.10,1.98%,4.00,0.00,6.00,10.00,2.32%,12.00,0.00,24.00,36.00,7.67%,,3%,62.90%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/1/2021,Turno 3,Helton,Jose C.,05:00 a. m.,5.10%,6.00,0.00,12.00,18.00,2.78%,8.00,0.00,9.00,17.00,3.00%,12.00,1.00,32.00,45.00,10.40%,,4%,29.47%,2.545707238
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/2/2021,Turno 1,Angel,Jose Alberto,06:00 a. m.,8.50%,4.00,0.00,7.20,11.20,2.53%,2.00,0.40,6.00,8.40,2.40%,6.00,1.60,28.00,35.60,8.27%,,3%,63.86%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/2/2021,Turno 1,Angel,Jose Alberto,08:00 a. m.,4.70%,10.00,0.00,8.00,18.00,2.73%,4.00,0.00,10.80,14.80,3.33%,10.00,0.40,46.00,56.40,12.80%,,4%,17.30%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/2/2021,Turno 1,Angel,Jose Alberto,10:00 a. m.,7.70%,12.00,0.80,8.00,20.80,2.00%,6.00,0.00,11.40,17.40,3.80%,12.00,0.80,38.00,50.80,11.20%,,3%,56.23%,5.650443783
X Z 1/126-128,SPop,Café Practices," 4,032.10 ",Línea 1,2/2/2021,Turno 1,Angel,Jose Alberto,12:00 p. m.,5.30%,8.00,0.20,6.00,14.20,3.00%,4.00,0.00,4.80,8.80,2.60%,14.00,1.20,35.20,50.40,10.07%,,4%,31.94%,5.650443783
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/2/2021,Turno 1,Angel,Noel Perez,07:00 a. m.,5.50%,2.00,0.00,6.40,8.40,2.20%,4.00,0.00,4.80,8.80,2.00%,20.00,0.80,28.00,48.80,8.47%,,3%,49.51%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/2/2021,Turno 1,Angel,Noel Perez,09:00 a. m.,6.50%,4.00,0.00,10.00,14.00,3.73%,2.00,0.00,7.20,9.20,2.27%,10.00,0.00,22.40,32.40,6.53%,,4%,43.92%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/2/2021,Turno 1,Angel,Noel Perez,11:00 a. m.,6.40%,4.00,0.00,14.00,18.00,3.80%,2.00,0.00,8.20,10.20,2.20%,8.00,0.00,43.20,51.20,12.07%,,4%,33.95%,2.545707238
X Z 1/129-131,SPop,Café Practices," 3,019.03 ",Línea 2,2/2/2021,Turno 1,Angel,Noel Perez,01:00 p. m.,5.60%,4.00,0.40,8.40,12.80,2.80%,2.00,1.00,8.00,11.00,2.47%,12.00,0.00,28.00,40.00,8.53%,,3%,41.24%,2.545707238
X Z 1/132,SPop,Café Practices," 3,950.85 ",Línea 1,2/2/2021,Turno 2,Erick,Jose Reyes,07:00 p. m.,8.80%,4.00,0.40,8.80,13.20,3.40%,4.00,0.00,6.80,10.80,3.00%,28.00,1.20,24.60,53.80,9.80%,,4%,55.23%,6.849521589
X Z 1/132,SPop,Café Practices," 3,950.85 ",Línea 1,2/2/2021,Turno 2,Erick,Jose Reyes,09:00 p. m.,6.80%,4.00,1.00,7.20,12.20,2.93%,6.00,0.00,8.00,14.00,3.17%,20.00,2.00,18.20,40.20,7.00%,,3%,50.04%,6.849521589
X Z 1/132,SPop,Café Practices," 3,950.85 ",Línea 1,2/2/2021,Turno 2,Erick,Jose Reyes,02:00 a. m.,14.00%,6.00,0.40,8.40,14.80,3.00%,12.00,0.80,15.00,27.80,4.00%,28.00,0.00,34.00,62.00,10.00%,,4%,71.79%,6.849521589
X Z 1/132,SPop,Café Practices," 3,950.85 ",Línea 1,2/2/2021,Turno 2,Erick,Jose Reyes,04:00 a. m.,10.00%,10.00,0.10,10.60,20.70,3.42%,18.00,0.40,16.00,34.40,4.23%,22.00,1.20,34.00,57.20,10.60%,,4%,56.60%,6.849521589
X Z 1/133,SPop,Café Practices," 3,046.65 ",Línea 2,2/2/2021,Turno 2,Erick,Omar H.,05:00 p. m.,7.30%,5.00,0.40,9.00,14.40,3.70%,9.00,0.00,8.60,17.60,3.43%,36.00,2.60,21.10,59.70,8.43%,,4%,43.76%,6.3890257
X Z 1/133,SPop,Café Practices," 3,046.65 ",Línea 2,2/2/2021,Turno 2,Erick,Omar H.,07:00 p. m.,7.30%,8.00,1.00,6.00,15.00,2.53%,5.00,0.00,5.80,10.80,2.17%,21.00,0.60,23.20,44.80,7.43%,,3%,59.86%,6.3890257
X Z 1/133,SPop,Café Practices," 3,046.65 ",Línea 2,2/2/2021,Turno 3,Helton,Jose C.,02:00 a. m.,8.00%,7.00,0.10,9.00,16.10,3.20%,12.00,0.00,10.00,22.00,4.47%,14.00,0.40,40.00,54.40,12.20%,,4%,44.78%,6.3890257
X Z 1/133,SPop,Café Practices," 3,046.65 ",Línea 2,2/2/2021,Turno 3,Helton,Jose C.,04:00 a. m.,7.20%,6.00,0.00,7.00,13.00,2.40%,7.00,0.00,11.00,18.00,3.62%,20.00,0.10,39.00,59.10,11.60%,,4%,49.65%,6.3890257
X Z 1/132,SPop,Café Practices," 3,950.85 ",Línea 1,2/3/2021,Turno 1,Angel,Jose Alberto,09:00 a. m.,6.80%,6.00,0.00,10.00,16.00,3.40%,8.00,0.80,12.40,21.20,4.27%,24.00,0.00,48.00,72.00,14.33%,,5%,30.73%,6.849521589
